,baseMean,log2FoldChange,lfcSE,stat,pvalue,FDR
NM_017560,430.1561705,0.14998355,0.120445177,1.245243296,0.213042332,0.480609548
NM_017563,118.4361873,-0.366025056,0.125657423,-2.912880503,0.003581116,0.046883886
NM_017565,95.87507052,-1.589273272,0.418514995,-3.797410587,0.000146215,0.009688597
NM_017566,730.5221819,0.019700931,0.098303227,0.200409812,0.841160086,0.936459833
NM_017567,3979.450867,-0.022573428,0.104424278,-0.216170308,0.828854997,0.93066364
NM_017569,144.7080536,0.276479062,0.251772293,1.098131406,0.272147113,0.546744447
NM_017570,95.29412129,-0.570889505,0.163462255,-3.492485188,0.000478548,0.016519463
NM_017572,490.4572759,-0.076259111,0.16818733,-0.453417692,0.650247999,0.837638377
NM_017573,32.38345136,-0.762817649,0.197360024,-3.865107201,0.00011104,0.00853506
NM_017575,1240.537166,0.041168644,0.068876397,0.597717735,0.55002829,0.773268839
NM_017576,133.4290585,-0.235864418,0.17085306,-1.380510356,0.167429563,0.420703755
NM_017577,75.12678223,0.172801274,0.18914503,0.913591408,0.360931583,0.630712785
NM_017580,2599.692324,0.179146948,0.066544616,2.692132882,0.007099665,0.068232931
NM_017582,5076.051112,0.133956016,0.043195943,3.101124923,0.001927869,0.033192172
NM_017583,5706.599201,-0.02120046,0.036423602,-0.582052822,0.560531102,0.779700446
NM_017584,3.402700148,0.16499714,0.354261112,0.465750076,0.641394404,0.832538262
NM_017585,1658.807407,-0.343372148,0.141873596,-2.42026817,0.015509065,0.108662759
NM_017586,155.3908135,0.185837819,0.130150945,1.427863768,0.153331074,0.401116966
NM_017588,510.2890662,-0.031623511,0.092748123,-0.340961196,0.733132794,0.882952538
NM_017590,3016.513087,-0.055692527,0.042574207,-1.308128352,0.190829778,0.452437536
NM_017592,2059.699607,0.174827361,0.061790626,2.829350848,0.004664254,0.054029426
NM_017593,263.7022058,0.297408584,0.143927136,2.066382977,0.038792332,0.185348004
NM_017595,1231.644374,0.187162784,0.125788082,1.487921444,0.136771612,0.378160933
NM_017596,84.97492304,-0.286272241,0.144303763,-1.983816884,0.047276257,0.207669654
NM_017599,177.5065205,0.032212191,0.263579026,0.122210752,0.902732111,0.96242658
NM_017602,231.7985946,-0.302824023,0.17151327,-1.765601128,0.077462791,0.276336682
NM_017607,1787.592623,-0.345200019,0.104578046,-3.300884208,0.000963807,0.023022861
NM_017610,449.7749028,0.083142553,0.178702292,0.465257343,0.641747179,0.832632611
NM_017611,195.1102967,-0.408355969,0.24331012,-1.678335323,0.093281656,0.307932735
NM_017612,1730.131113,-0.032301957,0.044172362,-0.731270762,0.464613786,0.714398876
NM_017613,365.6198324,-0.131191498,0.095600326,-1.372291327,0.169972765,0.424084653
NM_017614,48.89307873,-0.572444597,0.171851212,-3.331047773,0.000865198,0.021888839
NM_017615,1320.195166,-0.067078255,0.04748817,-1.412525587,0.157795262,0.407385944
NM_017617,3319.061932,-0.025381617,0.071180471,-0.356581184,0.721405366,0.876507453
NM_017619,746.4861332,-0.3123284,0.126039698,-2.478016099,0.013211518,0.098991809
NM_017620,2624.51718,-0.201119414,0.083066439,-2.421187377,0.015469901,0.108559221
NM_017621,322.0172683,0.08749124,0.068840796,1.270921383,0.203756618,0.469223547
NM_017622,749.7303449,0.224616018,0.081535398,2.75482826,0.005872295,0.061284202
NM_017623,1909.373648,0.083339421,0.079562633,1.047469358,0.294883158,0.570588277
NM_017625,52.77722148,0.430132799,0.209335972,2.054748613,0.039903292,0.188168366
NM_017626,1246.386256,0.090447575,0.056554459,1.599300501,0.109753848,0.335125076
NM_017628,822.8868334,-0.108045076,0.109301125,-0.988508363,0.322903741,0.597707027
NM_017629,6191.939072,0.091471947,0.070491556,1.297629846,0.194414561,0.457605667
NM_017631,3899.108865,0.298312381,0.154475398,1.931131979,0.053466733,0.222463262
NM_017632,590.8107376,0.098040434,0.110454052,0.887612837,0.374749046,0.643412824
NM_017633,2225.01018,-0.095204323,0.116902785,-0.814388832,0.415422235,0.676221925
NM_017634,1310.282173,0.211098472,0.06958121,3.033843064,0.0024146,0.037418538
NM_017635,394.826889,-0.04502699,0.249962864,-0.18013472,0.857046806,0.94377443
NM_017636,8.054819748,-0.0308736,0.448822296,-0.068788027,0.945158349,0.979860992
NM_017637,63.01390524,0.064059148,0.282261531,0.226949623,0.820462915,0.927145342
NM_017638,250.546169,-0.047876628,0.103107619,-0.464336474,0.642406696,0.833147576
NM_017640,85.93107099,-0.11698892,0.175848123,-0.665283874,0.505868943,0.742741356
NM_017641,37.35501986,-0.311228839,0.325532913,-0.956059513,0.339042168,0.610915271
NM_017643,1788.249828,-0.092904644,0.046918141,-1.980143331,0.047687425,0.208766024
NM_017644,2765.950028,0.012068005,0.090255607,0.133709196,0.893632533,0.958980383
NM_017645,1322.472774,0.068155068,0.069933314,0.974572271,0.329772474,0.603120363
NM_017646,175.3140011,-0.129933436,0.178695007,-0.727124044,0.467149971,0.716044064
NM_017647,1432.1543,0.055698333,0.067579281,0.824192442,0.409830221,0.672340045
NM_017649,22.3717101,-0.329762518,0.336357883,-0.980391822,0.326892745,0.600695594
NM_017651,63.69890523,0.19945182,0.241597308,0.82555481,0.409056679,0.671644425
NM_017652,713.8881945,0.023325518,0.101207559,0.230472098,0.817724942,0.925835942
NM_017653,1900.837885,0.136725785,0.062554073,2.185721548,0.028835983,0.155796287
NM_017654,4342.559473,0.344669761,0.143879983,2.395536575,0.016596058,0.113438439
NM_017656,200.6890073,-0.39619389,0.289196789,-1.369980249,0.170693067,0.424711739
NM_017657,2709.224747,0.173314086,0.074394668,2.329657346,0.019824269,0.125494441
NM_017658,1564.187464,0.054080295,0.095372367,0.567043653,0.570684524,0.785804419
NM_017659,311.4391245,-0.204080698,0.110073357,-1.854042637,0.06373306,0.247054836
NM_017660,537.0199947,0.000937852,0.11924265,0.00786507,0.993724647,0.99721312
NM_017661,704.1981275,0.062480895,0.086092503,0.725741422,0.467997303,0.716786627
NM_017662,17.92179292,-0.508030963,0.260062743,-1.953493831,0.050761108,0.216228565
NM_017664,2028.70257,-0.037952437,0.054288093,-0.699093201,0.484493787,0.728049899
NM_017665,154.2379512,0.31586445,0.324826415,0.972409986,0.330846626,0.603871709
NM_017666,288.9277121,-0.080671321,0.076046848,-1.060810836,0.288775877,0.563874269
NM_017667,709.4791482,-0.065196372,0.097453805,-0.668997705,0.503496942,0.740908199
NM_017668,1468.996942,0.003624976,0.057368035,0.06318808,0.949616736,0.981042779
NM_017669,67.98851665,0.037497529,0.182383447,0.205597217,0.837105551,0.934431506
NM_017670,3754.179358,0.101865777,0.049746953,2.047678698,0.040591492,0.190066216
NM_017672,2557.702311,0.019748196,0.067238665,0.293702972,0.768984883,0.901396098
NM_017673,195.3066404,0.12798894,0.10242371,1.249602655,0.211444733,0.478987613
NM_017676,195.003249,0.020200526,0.154556393,0.130700036,0.896012604,0.960238966
NM_017677,77.79308828,0.038463385,0.093486154,0.411434029,0.680754306,0.855276259
NM_017679,622.7707717,0.133600679,0.1020144,1.309625692,0.190322492,0.451559929
NM_017681,16.17625002,0.174023426,0.316559452,0.549733786,0.58250198,0.794132435
NM_017684,7534.425961,0.062796398,0.069879406,0.898639551,0.368844685,0.638185623
NM_017686,739.9561776,-0.062315641,0.072617263,-0.858138105,0.390816208,0.656214135
NM_017688,34.3221158,0.248988512,0.252872305,0.984641289,0.324800301,0.598982598
NM_017693,256.9241396,0.21559136,0.150554153,1.431985474,0.152147978,0.399836379
NM_017694,2526.063724,0.25218143,0.085547378,2.947856914,0.003199851,0.04378151
NM_017696,930.8514007,0.082726407,0.075229143,1.099659046,0.271480705,0.546037905
NM_017698,2082.99871,-0.035175388,0.064092796,-0.548819673,0.583129208,0.794552969
NM_017699,592.5150329,0.176388669,0.14211002,1.241212043,0.214527427,0.482362086
NM_017703,158.3423866,0.116007509,0.1928391,0.601576698,0.547455944,0.771522921
NM_017704,1237.057908,-0.150498544,0.066896884,-2.249709337,0.024467402,0.141963629
NM_017705,7.250359289,-1.060829813,0.41173581,-2.57648178,0.009981147,0.083330408
NM_017706,985.7017706,-0.335616296,0.114302235,-2.936218144,0.003322406,0.044715897
NM_017707,41.78371065,-0.186211465,0.22038388,-0.844941405,0.398143555,0.66227577
NM_017708,24.25835963,-0.527033317,0.210556475,-2.503049684,0.012312826,0.094369229
NM_017709,10793.99986,0.272540785,0.190544141,1.430328867,0.152622653,0.400353781
NM_017712,948.1225413,0.010988784,0.086101297,0.127626227,0.898444775,0.961118784
NM_017714,284.381243,0.194836503,0.089879928,2.167742077,0.030178316,0.15982817
NM_017715,58.32584927,0.025390859,0.14691263,0.172829654,0.862785327,0.946032268
NM_017719,4924.416324,0.228940312,0.113974533,2.00869708,0.044569269,0.200886947
NM_017720,22.32697138,-0.506142681,0.256449381,-1.9736553,0.048420951,0.210485394
NM_017721,1006.452903,-0.139546168,0.066212159,-2.107561057,0.035068975,0.174683292
NM_017722,8.514306271,-0.030033165,0.406612436,-0.073861895,0.941120276,0.978305641
NM_017723,1000.273948,0.052954537,0.108203777,0.489396384,0.624561095,0.82215496
NM_017724,172.1056167,-0.068707363,0.233706253,-0.293990263,0.768765344,0.901261675
NM_017727,1890.552017,0.040912048,0.059157868,0.69157407,0.48920485,0.731338601
NM_017728,756.1495718,0.074894956,0.074321159,1.007720501,0.31358866,0.589623731
NM_017729,67.89758495,0.008769243,0.137259177,0.063888206,0.949059243,0.98084128
NM_017730,212.156649,-0.195984699,0.239376269,-0.818730693,0.412940081,0.674655295
NM_017733,86.29802782,-0.015690904,0.257318417,-0.060978548,0.951376293,0.981652043
NM_017735,759.2772193,0.047811494,0.080250264,0.5957799,0.551322273,0.773977848
NM_017736,2557.696628,0.098337844,0.098784967,0.995473778,0.319505891,0.594608268
NM_017738,116.1445841,-0.193696369,0.123082113,-1.573716638,0.115552974,0.343902656
NM_017739,1088.436724,0.056990263,0.050427191,1.130149478,0.258413244,0.532292502
NM_017740,5043.503005,0.085467823,0.093000669,0.919002235,0.358094403,0.628322797
NM_017741,1501.04532,-0.150425416,0.095430246,-1.576286573,0.114959775,0.342817798
NM_017742,2724.412312,0.205701555,0.099679784,2.063623611,0.039053417,0.186011931
NM_017743,211.8434865,0.366148819,0.219471558,1.668320138,0.095252192,0.311287728
NM_017744,78.40180554,0.19852033,0.283345966,0.700628749,0.483534732,0.727541587
NM_017745,476.2225573,0.299838142,0.239491199,1.251979794,0.210577227,0.477879087
NM_017746,658.9920846,0.074173204,0.083595592,0.887286067,0.374924905,0.643481443
NM_017747,5843.718499,-0.129520381,0.052476774,-2.468146799,0.013581461,0.100335146
NM_017748,1196.416298,-0.050916387,0.107583431,-0.473273497,0.636018068,0.829123495
NM_017749,230.5433148,-0.209365782,0.155784645,-1.343943633,0.178966615,0.435842867
NM_017750,1143.169046,0.10899056,0.062229102,1.75144035,0.079870088,0.281240605
NM_017751,1271.328781,0.029474599,0.075198138,0.391959154,0.695088395,0.862956953
NM_017752,22.41163601,-0.266469022,0.289723186,-0.919736613,0.357710415,0.627970888
NM_017754,1818.1062,0.114750863,0.067611716,1.69720383,0.089658131,0.300852261
NM_017755,1767.0314,-0.002097719,0.079761848,-0.026299781,0.97901823,0.992271203
NM_017757,1091.071782,0.1198939,0.066780925,1.795331514,0.072600897,0.265903476
NM_017758,4613.010742,0.23154469,0.060228266,3.844452206,0.000120822,0.008720216
NM_017759,2130.797818,-0.105172813,0.060349379,-1.742732309,0.081380385,0.284129014
NM_017760,562.7272512,0.136180292,0.158051169,0.861621546,0.388895811,0.654676364
NM_017761,8758.481958,0.151656874,0.064488717,2.351680743,0.018688808,0.121448209
NM_017762,2218.947803,0.02326986,0.062879826,0.370068775,0.711331247,0.870761484
NM_017763,31.85168094,0.167782634,0.280732958,0.597659197,0.550067356,0.773268839
NM_017765,163.9037167,0.005589813,0.143623351,0.038919942,0.968954217,0.988056714
NM_017766,224.0460598,-0.064301404,0.141208563,-0.455364759,0.648846844,0.836610935
NM_017768,501.7616238,0.02844332,0.078859158,0.360685058,0.718334896,0.874850163
NM_017769,721.2892484,-0.035280976,0.085203033,-0.414081219,0.678814627,0.853995166
NM_017771,1174.444482,0.037756941,0.141494258,0.266844333,0.789589019,0.912041932
NM_017772,829.5650862,0.070646089,0.056967768,1.240106328,0.214936069,0.482723048
NM_017773,663.4224783,0.183034127,0.109821365,1.666653183,0.095583387,0.311960001
NM_017774,773.9823913,0.03087148,0.060160347,0.513153291,0.607844096,0.810482227
NM_017775,1430.661082,0.107634979,0.068865815,1.562966752,0.118060415,0.347895017
NM_017776,190.9739229,0.148499184,0.161171921,0.92137131,0.356856602,0.627264611
NM_017777,117.5532367,-0.136172329,0.188787481,-0.721299569,0.470725222,0.718848331
NM_017778,4294.308638,0.166281237,0.06452117,2.577157792,0.009961646,0.083268098
NM_017779,35.42177694,0.510752954,0.370316241,1.379234549,0.167822449,0.421126718
NM_017780,1060.011768,-0.151001394,0.106752727,-1.414496822,0.15721608,0.406241371
NM_017782,732.8604135,-0.078410153,0.133102338,-0.58909674,0.55579638,0.776677597
NM_017784,513.3442556,0.011632551,0.178422283,0.065196737,0.948017359,0.980658593
NM_017785,258.5151405,0.005573653,0.106542496,0.052313894,0.958278583,0.984210519
NM_017787,191.7925757,-0.509212924,0.209308788,-2.432831073,0.014981288,0.106584576
NM_017789,886.1226309,-0.034756493,0.113113267,-0.307271586,0.758636661,0.895666677
NM_017791,586.0838083,-0.050913705,0.186506111,-0.272986791,0.784863369,0.909834408
NM_017793,190.3402882,0.095717695,0.118575287,0.807231399,0.419533179,0.67968305
NM_017794,766.5531157,0.123282549,0.065355889,1.886326549,0.059250964,0.236545658
NM_017797,2561.623931,0.018473635,0.042826668,0.431358209,0.666207932,0.847186256
NM_017798,2583.931748,-0.080289698,0.04404451,-1.822921792,0.068315237,0.256759288
NM_017799,991.6046056,-0.047534233,0.055396669,-0.858070234,0.390853682,0.656214135
NM_017801,14614.10082,0.267289653,0.087547505,3.053081345,0.002265045,0.036170661
NM_017802,398.6086432,0.158554512,0.101345492,1.564494957,0.117701376,0.347387016
NM_017803,535.4627076,-0.187404612,0.091952937,-2.038049214,0.041545011,0.192729304
NM_017806,2790.89404,0.204293949,0.117256173,1.74228736,0.081458174,0.284281859
NM_017807,995.4067569,-0.130500949,0.05786773,-2.255159282,0.024123333,0.140675736
NM_017810,9.473870017,0.063464403,0.412787985,0.153745761,0.877810202,0.951629463
NM_017811,6041.630423,0.126940772,0.06257945,2.028473768,0.042511918,0.195252254
NM_017812,1280.415611,0.171005544,0.063797298,2.680451201,0.007352298,0.069654519
NM_017813,4212.137327,0.208945612,0.067843642,3.079811258,0.002071318,0.034627754
NM_017814,509.4341236,-0.10853952,0.055961232,-1.939548416,0.052434595,0.220345062
NM_017815,436.8875389,0.03115881,0.169828475,0.183472236,0.854427501,0.942103693
NM_017816,1791.334015,0.30379701,0.111276444,2.730110692,0.006331306,0.064082091
NM_017817,1164.935665,0.410624751,0.235686894,1.742246861,0.081465257,0.284281859
NM_017818,909.9274527,-0.047908235,0.04854707,-0.98684091,0.323720636,0.598203498
NM_017819,955.0074799,0.162252127,0.11671872,1.39011229,0.164494782,0.416673752
NM_017820,82.31959017,-0.653299599,0.176975831,-3.691462259,0.000222968,0.011403676
NM_017821,23.65595815,-0.396149964,0.212340618,-1.865634408,0.062092532,0.243202197
NM_017822,1894.20916,0.075182451,0.126702164,0.593379375,0.552927289,0.774634893
NM_017823,377.2698613,0.101828585,0.096872491,1.051160996,0.293184654,0.568694705
NM_017824,1634.40521,0.155722134,0.053384221,2.917006802,0.003534081,0.04642625
NM_017825,782.5384187,-0.000705926,0.06114782,-0.01154458,0.990788963,0.996102712
NM_017827,415.6872714,-0.176061658,0.070288399,-2.504846603,0.012250451,0.094025265
NM_017828,792.2434396,0.055859682,0.077708827,0.718833167,0.472243719,0.719832452
NM_017829,492.1453543,-0.269155866,0.186231019,-1.445279462,0.148379404,0.394399246
NM_017830,3919.617147,0.127976197,0.067429846,1.89791619,0.057707123,0.233126803
NM_017831,5278.905425,0.056952582,0.081509483,0.698723388,0.484724914,0.728234812
NM_017832,732.64264,0.054554522,0.055902921,0.975879633,0.329124116,0.602746548
NM_017836,1091.473378,0.344812162,0.087969405,3.919682765,8.87E-05,0.007872284
NM_017837,347.5539462,-0.093799261,0.103065878,-0.910090352,0.362774862,0.632640162
NM_017838,1870.50323,0.084324265,0.056099213,1.503127417,0.13280619,0.372074624
NM_017839,2050.372453,0.021587405,0.1303428,0.16562023,0.868455826,0.948299563
NM_017840,1531.390058,0.073856565,0.049264403,1.499187255,0.13382506,0.373326479
NM_017841,1942.492494,0.145484352,0.056878534,2.557807711,0.010533432,0.085834518
NM_017842,449.3786938,-0.218471966,0.059162755,-3.692728059,0.000221861,0.011368827
NM_017843,66.94571793,-0.242867049,0.204997671,-1.184730771,0.236123912,0.506750015
NM_017844,224.0574167,-0.136457571,0.116209922,-1.174233391,0.240301555,0.511652231
NM_017845,1501.612638,0.18928358,0.081771766,2.314779157,0.020625021,0.128225705
NM_017846,712.2343265,0.078108997,0.064997083,1.201730804,0.229467842,0.498785824
NM_017847,517.6243077,-0.147199308,0.100725668,-1.46138825,0.143908923,0.388286936
NM_017848,71.94895878,-0.178894669,0.200041661,-0.89428706,0.371168322,0.64022047
NM_017849,3365.086163,0.113189247,0.087593133,1.292215995,0.196282354,0.459786695
NM_017850,95.40885589,-0.235339324,0.327211446,-0.719227052,0.472001034,0.719652815
NM_017851,176.1308454,-0.140995535,0.178125161,-0.791553167,0.428621264,0.687260379
NM_017852,109.4887389,-0.418204442,0.244539271,-1.710172932,0.0872339,0.296310847
NM_017853,552.822571,0.051709445,0.082819237,0.624365147,0.532387809,0.760909133
NM_017854,473.7590817,0.152825852,0.094576614,1.615894725,0.106117076,0.329409763
NM_017856,108.7213061,-0.498290795,0.148160493,-3.363182611,0.000770494,0.020757472
NM_017857,357.3019223,-0.352754534,0.10469797,-3.369258593,0.000753707,0.020694387
NM_017858,161.8843162,0.175137147,0.087371562,2.004509739,0.045015485,0.201976988
NM_017859,1121.385794,-0.18598832,0.063861735,-2.912359356,0.003587097,0.046895742
NM_017860,43.18686692,0.030221785,0.118640758,0.254733581,0.798928877,0.916646795
NM_017861,1028.136885,0.211041907,0.067696319,3.117479814,0.001824044,0.032239076
NM_017864,2368.61901,0.040769561,0.078344599,0.520387633,0.602793428,0.806823174
NM_017865,525.3496584,-0.533439343,0.165644958,-3.22037778,0.001280218,0.026740006
NM_017866,539.9185135,0.388548173,0.13567499,2.863815744,0.004185714,0.050876266
NM_017867,782.7854734,0.126996056,0.075098202,1.691066531,0.090824097,0.303141227
NM_017868,308.0336634,-0.185121736,0.10561618,-1.752778182,0.07964009,0.28087019
NM_017869,63.57230591,0.584258073,0.342854921,1.704097089,0.08836295,0.29841692
NM_017871,2067.963676,-0.052678303,0.051163905,-1.029598941,0.303198313,0.579666507
NM_017872,537.4927038,0.290639255,0.09399719,3.091999404,0.001988132,0.033858944
NM_017873,1212.926558,0.090376616,0.056327263,1.604491542,0.108605747,0.333235535
NM_017875,1624.959596,0.069948462,0.054437421,1.284933431,0.198815547,0.463055079
NM_017877,1246.502535,0.104821203,0.079098346,1.325200946,0.185104512,0.444145353
NM_017878,157.6605132,0.492180828,0.283961188,1.733267956,0.083048053,0.287439632
NM_017879,167.4852774,0.109430088,0.143822431,0.76086941,0.446735071,0.700681059
NM_017880,320.0961527,-0.024883702,0.109880317,-0.226461865,0.820842216,0.927422467
NM_017881,605.7863211,0.039165235,0.09638268,0.406351375,0.684484442,0.857129547
NM_017882,1118.0795,0.089290555,0.06018136,1.483691222,0.137890856,0.379722716
NM_017883,1023.370058,-0.023952404,0.066804826,-0.358543014,0.719936984,0.875654714
NM_017884,235.8007547,0.02877588,0.099447464,0.289357604,0.772307735,0.903240989
NM_017885,191.0321329,0.040624034,0.178772375,0.227238878,0.820237998,0.927036417
NM_017886,133.813094,-0.201214195,0.252925578,-0.795547038,0.426295361,0.685341865
NM_017887,1368.453395,0.092948413,0.056871122,1.634369259,0.102181339,0.323009977
NM_017890,851.3734589,-0.187832432,0.139934817,-1.342285192,0.179503543,0.436566449
NM_017891,263.7379288,-0.360734225,0.117802344,-3.062199031,0.002197173,0.035746951
NM_017892,5352.008241,0.011136188,0.040122502,0.277554676,0.781354229,0.907973405
NM_017893,12.60922905,-0.312793457,0.255593554,-1.223792432,0.22103054,0.488950202
NM_017894,29.97539691,0.171722353,0.216616801,0.792747155,0.427925151,0.68681777
NM_017895,2245.539739,-0.045861267,0.035015309,-1.309749039,0.190280748,0.451538199
NM_017896,3293.984579,0.123922098,0.041589968,2.979615123,0.002886108,0.041285184
NM_017897,259.9098788,-0.11104808,0.070698898,-1.570718698,0.116248004,0.345125791
NM_017898,18.10934838,-0.027126052,0.279376556,-0.097094946,0.922650994,0.970813846
NM_017899,1036.817566,0.19764216,0.095047598,2.079401934,0.037580423,0.181876206
NM_017900,1151.945372,0.172336596,0.112152472,1.5366277,0.124384505,0.358856924
NM_017901,806.6049671,-0.152122653,0.141172396,-1.077566557,0.281227234,0.555795372
NM_017902,2722.009575,-0.172649894,0.067979662,-2.539728614,0.011093851,0.088362468
NM_017904,32.98565055,-0.410788224,0.239188621,-1.717423773,0.085901771,0.293486405
NM_017905,1558.15468,0.116039207,0.066657753,1.740820875,0.081714982,0.284894618
NM_017906,506.384064,0.007737626,0.082190482,0.094142602,0.924995879,0.971655808
NM_017907,5873.914782,0.077797982,0.069190149,1.124408355,0.260839829,0.535028887
NM_017908,243.5496457,-0.060790527,0.083870279,-0.724816085,0.468564866,0.717132308
NM_017909,438.9895113,0.019973115,0.066839877,0.298820344,0.765077127,0.899283561
NM_017910,401.6878993,0.041613567,0.055564161,0.748928197,0.453900484,0.706082116
NM_017911,1072.11525,-0.097154803,0.131873649,-0.736726437,0.461288726,0.711950192
NM_017912,1430.003468,0.296944982,0.160290088,1.852547377,0.063947261,0.247468316
NM_017913,624.023197,0.191866149,0.103202145,1.859129466,0.06300879,0.245346282
NM_017914,1090.59197,0.190501798,0.059075384,3.224723816,0.001260942,0.026497412
NM_017915,87.19724718,0.122166184,0.226370116,0.539674523,0.589421513,0.798707489
NM_017916,1706.861342,-0.03351098,0.055902404,-0.599455076,0.548869459,0.772526784
NM_017917,1086.712419,0.146926691,0.080563539,1.823736795,0.068191873,0.25657414
NM_017918,5048.176142,0.081928224,0.059957546,1.366437236,0.171801768,0.426055199
NM_017919,2205.720997,-0.033425261,0.039823557,-0.839333883,0.401281975,0.664629233
NM_017920,31.83341637,0.35447293,0.37904928,0.935163181,0.34970421,0.620947177
NM_017921,4606.696268,0.108581288,0.067704449,1.603754109,0.108768264,0.333453443
NM_017922,1385.141889,-0.295894894,0.093294288,-3.171629273,0.001515864,0.029481798
NM_017923,3863.091555,-0.071276216,0.110030774,-0.64778437,0.517124426,0.750474816
NM_017924,1352.630518,0.086844961,0.10689317,0.812446303,0.416535586,0.677014679
NM_017925,1757.001063,0.169770341,0.082908216,2.047690205,0.040590364,0.190066216
NM_017926,1580.654496,-0.097043958,0.108859957,-0.891456881,0.372684114,0.641714995
NM_017929,360.034232,-0.144189967,0.163037128,-0.884399579,0.37648055,0.644593889
NM_017931,2716.015075,0.329359378,0.121903082,2.701813384,0.006896246,0.06713601
NM_017933,97.4229755,-0.067472205,0.275535837,-0.244876332,0.806552188,0.92023465
NM_017934,4156.00102,-0.027920356,0.055108131,-0.506646764,0.61240269,0.813643567
NM_017935,615.5144354,0.070756261,0.159687313,0.443092561,0.657698786,0.842436058
NM_017938,8.34836594,-0.222076163,0.353589909,-0.628061372,0.529963737,0.759482807
NM_017940,1456.291634,-0.231897454,0.105795749,-2.191935474,0.028384166,0.154416471
NM_017941,415.3733662,-0.067810075,0.158898323,-0.42675136,0.669560438,0.848841042
NM_017943,1819.904604,0.205026076,0.080519995,2.546275316,0.010887928,0.087581985
NM_017944,715.452054,-0.219268289,0.174783068,-1.254516766,0.209654236,0.476617178
NM_017945,1033.635886,0.07684438,0.087621635,0.877002347,0.380485363,0.647827134
NM_017946,135.7242077,-0.358501871,0.123944716,-2.892433672,0.003822699,0.048468963
NM_017947,6.637029634,-0.346870778,0.254558818,-1.362635088,0.172997545,0.427567851
NM_017948,895.4577793,-0.081619152,0.099946677,-0.816626977,0.414141633,0.675185942
NM_017951,396.2986206,-0.062450628,0.184164692,-0.339102068,0.73453284,0.883897732
NM_017952,2681.746199,-0.398771906,0.094446616,-4.222193709,2.42E-05,0.004857904
NM_017953,992.4946912,0.1591325,0.066866742,2.379845256,0.01731991,0.116438941
NM_017955,1131.774902,0.19713732,0.109339984,1.80297557,0.071392051,0.263121026
NM_017956,450.0993196,0.257505514,0.075296444,3.41988943,0.000626466,0.018941285
NM_017958,626.457262,-0.010154343,0.155944752,-0.065115003,0.948082435,0.980658593
NM_017964,522.9914012,0.195784684,0.098169692,1.994349583,0.046113864,0.204806426
NM_017966,486.3906742,-0.126685909,0.091201869,-1.389071408,0.164811037,0.417042079
NM_017969,1376.746861,-0.071116605,0.070802819,-1.004431827,0.315170516,0.591151942
NM_017970,463.655929,-0.017717583,0.063907062,-0.277239831,0.781595957,0.908085807
NM_017971,1720.918042,0.179666895,0.053253486,3.373805342,0.000741368,0.020547411
NM_017972,520.1807422,-0.175703573,0.21656984,-0.811302134,0.417192185,0.677568931
NM_017974,661.662086,-0.262710056,0.128209057,-2.049075646,0.040454718,0.189836963
NM_017975,493.0779268,0.071198659,0.101777004,0.699555466,0.484204962,0.727896277
NM_017978,233.5630593,-0.006566411,0.17564018,-0.037385587,0.970177565,0.988554522
NM_017982,79.82514909,-0.580957985,0.183520317,-3.165633078,0.001547459,0.029797019
NM_017983,667.9871158,0.181717664,0.108939989,1.668052893,0.095305227,0.31137362
NM_017984,99.62144145,-0.291547325,0.153936713,-1.893942776,0.058232606,0.234455547
NM_017986,16.44134843,-0.884437653,0.307642683,-2.874886033,0.004041734,0.049964089
NM_017987,391.7831472,-0.109837428,0.069340034,-1.58404058,0.113184485,0.340045005
NM_017988,632.3398967,0.080636591,0.14321008,0.563065054,0.573390587,0.787718485
NM_017990,743.4056336,0.013220737,0.133678442,0.098899543,0.921218032,0.970263913
NM_017994,5603.656279,0.157365436,0.042397472,3.711670261,0.000205896,0.010973406
NM_017996,36.78154387,0.293879692,0.392412373,0.748905266,0.453914306,0.706082116
NM_017998,115.8775449,0.07968073,0.107207192,0.743240529,0.45733607,0.708614955
NM_017999,2341.272881,0.030160175,0.070744889,0.426323023,0.669872484,0.848993718
NM_018000,399.0393194,-0.153014712,0.096359768,-1.587952255,0.112297136,0.338828651
NM_018002,16.40429719,-1.405585898,0.455097718,-3.088536463,0.00201145,0.034104925
NM_018003,104.7818805,-0.361984827,0.168947266,-2.142590615,0.032145985,0.166329403
NM_018004,12.20346702,-0.072853426,0.309127624,-0.235674265,0.813685441,0.924075441
NM_018006,158.0687802,0.108713995,0.167552703,0.648834623,0.516445276,0.749898226
NM_018009,2025.230847,0.072654694,0.074605922,0.973846203,0.330132908,0.603326615
NM_018010,1347.862489,-0.028699537,0.064254999,-0.446650653,0.655127317,0.841081659
NM_018011,4291.74513,-0.196251789,0.084205621,-2.330625758,0.019773102,0.125285371
NM_018012,9.051961422,0.125024664,0.223496864,0.55940232,0.575887178,0.789385813
NM_018013,23.3971766,-0.038494693,0.235870405,-0.163202726,0.87035882,0.949255345
NM_018014,43.09845034,0.279848726,0.285640921,0.979722111,0.327223309,0.600956639
NM_018015,96.216406,-0.186609469,0.18472917,-1.010178683,0.31240969,0.588142316
NM_018017,1508.857316,0.300409279,0.083678669,3.590034159,0.000330635,0.013879031
NM_018019,545.8094435,0.120606274,0.129203788,0.933457724,0.350583689,0.621746149
