,baseMean,log2FoldChange,lfcSE,stat,pvalue,FDR
NM_018022,25.1678638,0.204471807,0.336798417,0.607104419,0.543781618,0.76896412
NM_018023,1759.221461,-0.043601915,0.064201652,-0.679140086,0.497049106,0.736776355
NM_018024,265.5896233,0.199913228,0.093206509,2.144841924,0.031965488,0.165839847
NM_018025,369.7720054,-0.114931714,0.076489456,-1.50258245,0.132946752,0.372257363
NM_018026,7620.735469,0.057961318,0.053327654,1.086890454,0.277085226,0.551666429
NM_018027,2.312326673,0.094375601,0.320488763,0.294473979,0.768395744,0.901019375
NM_018028,852.1293565,-0.073899428,0.062510397,-1.182194186,0.237128659,0.507929353
NM_018029,100.9884037,-0.443131987,0.147342177,-3.007502637,0.002634038,0.039355833
NM_018030,42.31246223,0.403866087,0.444220043,0.909157732,0.363266872,0.633095069
NM_018031,2216.175534,-0.249624998,0.109549848,-2.278643036,0.022688293,0.135820771
NM_018032,162.9407036,-0.388308415,0.201848113,-1.923765392,0.054383997,0.224849161
NM_018034,1178.600121,-0.01288448,0.048283526,-0.266850446,0.789584312,0.912041932
NM_018035,734.8398584,0.080508807,0.1406505,0.572403279,0.567048795,0.783773997
NM_018036,1999.617304,-0.130095316,0.064738406,-2.009553891,0.044478425,0.200686702
NM_018039,17.95567411,0.097645239,0.198834536,0.491087923,0.623364263,0.821204543
NM_018040,319.3464947,-0.248914003,0.105580116,-2.357584111,0.018394288,0.120272215
NM_018042,239.4777915,-0.106287234,0.146022287,-0.727883638,0.46668482,0.715837565
NM_018044,200.3646597,-0.493909321,0.209303833,-2.359771978,0.018286171,0.119926136
NM_018045,1830.400026,0.059011567,0.058021491,1.01706395,0.309123009,0.58526882
NM_018046,1571.944548,0.085142568,0.061701769,1.379904824,0.167615951,0.420897432
NM_018047,2876.75207,0.052601084,0.045361346,1.159601489,0.246211095,0.518395152
NM_018048,555.2943474,0.156778766,0.07837775,2.000296838,0.04546822,0.203270037
NM_018049,2051.684338,0.085587748,0.055559398,1.540472924,0.123445118,0.357219374
NM_018050,70.71136579,-0.391538657,0.135243293,-2.89506895,0.003790753,0.048282717
NM_018051,339.8704137,-0.113497121,0.101146164,-1.12210999,0.261815677,0.536255435
NM_018052,1008.407828,-0.023643553,0.050949206,-0.464061257,0.642603859,0.833221805
NM_018053,1195.717776,0.060268204,0.110936378,0.543268178,0.586945171,0.79719205
NM_018054,2454.429679,0.000786511,0.055803805,0.014094218,0.988754814,0.995342114
NM_018056,435.2807355,0.067738544,0.098731609,0.686087712,0.492657799,0.733550276
NM_018060,4301.611795,0.131735101,0.058648673,2.246173599,0.024692891,0.14269959
NM_018061,2293.497876,-0.121567683,0.058807632,-2.06720927,0.038714439,0.18503437
NM_018062,157.6038574,0.187831969,0.212604956,0.883478789,0.376977638,0.644931121
NM_018063,40.03657745,0.166241775,0.275466311,0.603492219,0.54618129,0.770719021
NM_018064,4206.572026,0.140276344,0.10926522,1.28381514,0.199206645,0.463560189
NM_018066,410.7172747,-0.045078983,0.05085063,-0.886498028,0.375349217,0.643644542
NM_018067,800.689627,0.029735472,0.088968113,0.334226175,0.738208894,0.885978745
NM_018068,25.18129879,-0.404786555,0.21630191,-1.87139612,0.061290196,0.241220793
NM_018070,53.25781142,-0.004163769,0.304292491,-0.013683445,0.989082531,0.995418408
NM_018071,1044.990908,-0.239223368,0.139916192,-1.709761858,0.087309919,0.296394424
NM_018072,1668.279219,-0.167761944,0.064128451,-2.616029882,0.008895877,0.077898607
NM_018073,242.7044364,0.188573703,0.125553665,1.501937067,0.133113363,0.372344169
NM_018074,723.075194,0.14503122,0.074467818,1.947569093,0.051466545,0.218078687
NM_018075,518.0219263,0.07283881,0.122654676,0.593852699,0.552610638,0.774546128
NM_018077,510.3067544,-0.060545229,0.058313714,-1.038267423,0.299145571,0.575129017
NM_018078,130.3828462,0.014561234,0.146957768,0.099084479,0.921071195,0.97021444
NM_018079,1072.138687,0.06042629,0.06382265,0.946784409,0.343748648,0.615490968
NM_018080,541.8849827,-0.079830834,0.155425504,-0.513627636,0.607512354,0.810269463
NM_018081,98.59692763,0.202626074,0.167707511,1.208211084,0.226966079,0.496316034
NM_018082,189.8600187,-0.130564843,0.137391324,-0.950313592,0.341952935,0.613507447
NM_018083,343.8163136,-0.028360472,0.083976112,-0.337720702,0.735573673,0.884601013
NM_018084,1232.92962,-0.108660114,0.10061556,-1.079953382,0.28016294,0.554972827
NM_018085,2815.762774,-0.094719909,0.04560837,-2.076809797,0.037819118,0.182390982
NM_018087,492.4712707,0.281614785,0.130319864,2.160950566,0.030699158,0.161474024
NM_018088,6.188574958,0.00052753,0.311765154,0.001692075,0.99864992,0.999169884
NM_018089,1007.112718,-0.39234554,0.151131137,-2.59606027,0.009429952,0.080655939
NM_018090,4204.579013,0.11568536,0.073256918,1.579173185,0.114296339,0.341782317
NM_018091,926.20667,0.128205378,0.103958078,1.233241131,0.217485814,0.485298807
NM_018092,343.2695257,0.083590306,0.140664165,0.594254453,0.552341937,0.774389172
NM_018093,710.7514196,-0.089046423,0.071069245,-1.252952992,0.210222815,0.477470415
NM_018094,503.8604938,0.172032854,0.087361977,1.969195983,0.04893059,0.211901863
NM_018095,814.7696148,0.203132381,0.113871445,1.783874616,0.074444042,0.270150738
NM_018096,215.2574832,0.01995908,0.083279484,0.239663835,0.810590874,0.922438813
NM_018097,476.7729839,0.408937153,0.114722782,3.56456796,0.000364456,0.01451175
NM_018098,51.74515843,0.343741977,0.393219608,0.874173031,0.38202403,0.649063749
NM_018099,60.3757326,0.031946644,0.415703813,0.076849533,0.938743246,0.977252457
NM_018100,45.65073428,-0.29934972,0.303332654,-0.986869419,0.323706658,0.598203498
NM_018101,69.85992425,0.390275488,0.289630496,1.347494458,0.177821037,0.434429429
NM_018103,1223.616612,-0.011460961,0.151960018,-0.075420895,0.939879835,0.977862938
NM_018105,562.2660031,0.162789783,0.073708812,2.208552524,0.027205781,0.150877144
NM_018106,119.8710647,-0.121956149,0.20778459,-0.586935485,0.557247037,0.777337039
NM_018107,933.6385797,-0.059596217,0.119580796,-0.498376152,0.618218942,0.818014337
NM_018109,1140.072314,-0.139868942,0.069809499,-2.003580366,0.045115031,0.202181084
NM_018110,66.08765784,0.042838003,0.119424748,0.358702899,0.719817359,0.875571903
NM_018111,26.61083171,-0.135870239,0.132809461,-1.023046382,0.306285916,0.582611839
NM_018112,557.4819656,0.127496652,0.073261159,1.740303514,0.081805737,0.285011024
NM_018113,1033.630578,-0.115620985,0.07126384,-1.622435526,0.104710128,0.327075911
NM_018114,90.7671904,-0.200911951,0.270850129,-0.741782743,0.458218978,0.709301241
NM_018115,832.1880965,0.2193404,0.136803951,1.603319194,0.108864201,0.333571346
NM_018116,323.871986,-0.147486155,0.139170658,-1.059750363,0.289258184,0.564465519
NM_018117,3447.621922,-0.060699746,0.074490545,-0.814865102,0.415149531,0.676096197
NM_018119,690.9672327,-0.155532511,0.090284692,-1.722689727,0.084944649,0.291598895
NM_018120,1048.496357,0.227424417,0.062891153,3.616159135,0.000299007,0.012976586
NM_018121,1481.291707,-0.061450798,0.071982439,-0.853691521,0.393275933,0.658364942
NM_018122,482.8132079,0.016303477,0.105229174,0.154933049,0.876874099,0.951439762
NM_018124,1520.001493,0.110098677,0.044639892,2.466374182,0.013648867,0.100639663
NM_018125,16.65874365,-0.802267953,0.315435991,-2.543362122,0.010979138,0.088049478
NM_018126,2319.923652,-0.025825678,0.065847549,-0.392204084,0.694907427,0.862935885
NM_018127,1309.12578,-0.05306141,0.081350695,-0.652255151,0.514236587,0.748377398
NM_018128,1241.396016,-0.012074716,0.038471646,-0.313860144,0.753627262,0.892926845
NM_018129,777.2785358,-0.172677666,0.068978764,-2.503345318,0.012302544,0.094311327
NM_018130,469.9126467,-0.019902858,0.072591271,-0.274177018,0.783948589,0.909553389
NM_018131,183.3358997,0.509325093,0.20299383,2.509066864,0.012105057,0.093283095
NM_018132,181.8848906,0.151835374,0.137941482,1.100723091,0.271017193,0.54548814
NM_018133,3406.017983,0.215541064,0.10340376,2.084460595,0.037118291,0.180676128
NM_018134,35.07134955,-0.185009753,0.162800458,-1.13642035,0.255780683,0.529423616
NM_018135,666.2126315,0.193885832,0.062617864,3.096334179,0.001959294,0.033554922
NM_018136,223.0371841,-0.137431879,0.19563906,-0.70247669,0.482381934,0.726678332
NM_018137,495.3371855,0.140644971,0.090478028,1.554465471,0.120073427,0.351580442
NM_018138,635.0859976,0.055000516,0.079475614,0.69204267,0.488910533,0.731031525
NM_018139,112.9440619,0.138227615,0.217440142,0.635704215,0.524969229,0.755509038
NM_018140,134.5327266,-0.118207811,0.079825798,-1.480822175,0.138653966,0.381027801
NM_018141,1637.86541,0.194854893,0.071574155,2.722419766,0.006480577,0.064972948
NM_018142,3228.283628,0.014626608,0.040078377,0.364950095,0.715148659,0.872808898
NM_018143,999.7578116,-0.079192523,0.106731032,-0.741982175,0.458098136,0.709301241
NM_018144,164.5360267,-0.22994506,0.16713477,-1.375806241,0.168881629,0.422680655
NM_018145,655.3057262,0.216588628,0.103563464,2.091361381,0.036495681,0.178879003
NM_018146,510.6057011,0.114096577,0.095204509,1.198436694,0.230747054,0.50017609
NM_018147,49.0161736,0.22076809,0.331762736,0.665439682,0.505769312,0.742736197
NM_018149,815.6075599,0.083852569,0.094341483,0.888819701,0.374099986,0.64293672
NM_018150,190.9067459,-0.060133158,0.130944873,-0.459224989,0.646072607,0.835067105
NM_018151,1391.592994,0.035148108,0.078434533,0.448120315,0.654066367,0.840366316
NM_018154,476.9720292,0.128665039,0.11132084,1.155803704,0.247761458,0.520234387
NM_018155,148.8605652,-0.25685441,0.282964964,-0.907725134,0.364023461,0.633966442
NM_018156,3768.82266,0.058674908,0.072954141,0.804271114,0.421240416,0.681262033
NM_018157,614.4707237,-0.086484127,0.079697424,-1.08515587,0.277852626,0.552575661
NM_018158,1097.846331,-0.008045408,0.04489773,-0.179194083,0.857785309,0.9440425
NM_018159,57.02916899,0.33872465,0.253090669,1.338352974,0.180781401,0.438259676
NM_018161,2235.684176,-0.217508116,0.062736414,-3.467015417,0.000526272,0.0172706
NM_018163,404.6936532,0.032532395,0.060271832,0.539761171,0.589361748,0.798707489
NM_018164,690.0255628,-0.052528641,0.073365777,-0.715982886,0.474001917,0.720966096
NM_018167,159.3619656,0.043638346,0.10579404,0.412483975,0.679984724,0.854744035
NM_018169,11787.77065,0.062429369,0.091296492,0.683809066,0.494095741,0.734532039
NM_018170,771.5965681,0.012839619,0.099592983,0.128920916,0.897420226,0.96066069
NM_018171,1015.799402,0.057408183,0.080811491,0.710396281,0.477458429,0.723255215
NM_018172,22.32437139,0.034960629,0.363485006,0.096181763,0.923376215,0.971063148
NM_018174,909.1194618,0.073562734,0.084775775,0.867732956,0.38554054,0.652027714
NM_018177,1090.488945,0.025744662,0.077991298,0.330096597,0.741326974,0.887210077
NM_018178,518.2387421,-0.088640878,0.115380286,-0.768249768,0.442338811,0.697422607
NM_018179,3160.638408,-0.062749572,0.100437412,-0.624762932,0.532126663,0.760896846
NM_018180,400.5142302,-0.046303192,0.099746082,-0.464210637,0.642496841,0.833176742
NM_018181,41.74326171,-0.440708953,0.226918296,-1.942148165,0.052119166,0.219481463
NM_018182,109.2880323,-0.247518874,0.246551399,-1.003924031,0.315415233,0.591452544
NM_018183,2138.655286,0.167759266,0.074401281,2.254790021,0.024146512,0.140748854
NM_018184,3749.289581,0.219375351,0.077134357,2.844067942,0.004454155,0.052528048
NM_018186,15.99045419,-0.271738586,0.349264607,-0.778030697,0.436550917,0.692463526
NM_018188,27.36389901,-0.170423771,0.457129914,-0.372812555,0.709287958,0.86961439
NM_018189,92.04020111,-0.165032253,0.133168886,-1.239270354,0.215245394,0.483261257
NM_018190,132.4246068,-0.048715524,0.163257758,-0.29839638,0.765400652,0.899473743
NM_018191,1447.459432,0.026997727,0.06192811,0.435952703,0.662871046,0.845372053
NM_018192,16.39501034,0.222054287,0.336717286,0.659468034,0.509595267,0.745363079
NM_018193,128.023432,-0.558176975,0.322796182,-1.729193241,0.083774516,0.28901623
NM_018194,79.41391169,0.244427339,0.239059902,1.022452267,0.306566894,0.58288491
NM_018195,269.6456143,0.22184303,0.118821603,1.867026071,0.061897947,0.242635839
NM_018196,419.0870823,-0.096125839,0.100722263,-0.954365366,0.339898731,0.611729622
NM_018197,251.3825146,0.048940126,0.149250575,0.327905777,0.742982905,0.888164359
NM_018198,1172.612106,-0.104046871,0.039723522,-2.619276115,0.008811659,0.07742355
NM_018200,83.75922959,-0.087826785,0.21702479,-0.404685497,0.685708704,0.857966736
NM_018201,1282.580997,0.046060338,0.042048691,1.095404805,0.27333933,0.547803122
NM_018202,1030.104514,0.001311947,0.070466636,0.018617985,0.985145855,0.994374051
NM_018204,588.2175151,0.27210375,0.146634344,1.855661791,0.06350178,0.24654119
NM_018205,40.51880852,-0.015451168,0.346406348,-0.044604171,0.964422818,0.986410221
NM_018206,4449.339631,0.009512089,0.081366618,0.116904076,0.906936068,0.964293621
NM_018207,780.7043446,0.009812692,0.057018998,0.172095128,0.863362743,0.946073081
NM_018208,21.36363729,0.205731618,0.275509561,0.746731319,0.455225761,0.707004821
NM_018209,1024.428635,-0.031493183,0.079036425,-0.398464168,0.690288066,0.860599012
NM_018210,180.090791,-0.531169254,0.180400498,-2.944389074,0.003235929,0.044013982
NM_018211,94.7560958,-0.272665435,0.106431401,-2.561888983,0.010410459,0.08542998
NM_018212,113.536608,-0.386012773,0.178247572,-2.165599055,0.030341839,0.160244629
NM_018214,102.3976124,-0.217099528,0.11668075,-1.860628493,0.062796658,0.244989129
NM_018215,13.3922658,-0.515512323,0.327113219,-1.57594464,0.115038562,0.342993606
NM_018216,833.5250353,-0.12622954,0.074309536,-1.698699072,0.089375898,0.300254754
NM_018217,1722.58684,0.064882236,0.064051713,1.012966446,0.311076188,0.586982823
NM_018218,665.0630666,-0.208087461,0.072328811,-2.876965027,0.004015201,0.049867786
NM_018221,13081.14546,0.305057383,0.082987461,3.675945497,0.00023697,0.011681534
NM_018222,33.15275307,-0.458240089,0.177424407,-2.582734227,0.00980208,0.082520603
NM_018223,203.1986318,-0.475605808,0.208144094,-2.284983437,0.022313799,0.134388202
NM_018224,727.8616739,0.069316496,0.11495444,0.602991023,0.546514661,0.770874953
NM_018225,3679.245729,0.050646594,0.040878429,1.23895647,0.215361619,0.483396694
NM_018226,7480.609257,0.088363076,0.043161217,2.047279531,0.040630647,0.190198055
NM_018227,1875.876279,-0.029613532,0.063045003,-0.469720529,0.638554699,0.830711918
NM_018229,1419.683087,0.074793703,0.060290259,1.240560331,0.214768214,0.482538542
NM_018230,1730.541797,-0.058525506,0.03680791,-1.590025225,0.111829119,0.338176028
NM_018231,388.6792855,-0.236362474,0.097293422,-2.429377739,0.015124765,0.10719427
NM_018233,535.3995036,0.233622331,0.138117834,1.691471143,0.090746855,0.30303562
NM_018234,37.58262643,-0.228118709,0.283645153,-0.804239755,0.421258523,0.681262033
NM_018235,4745.849116,0.027624616,0.087845658,0.314467626,0.753165901,0.892604137
NM_018237,1456.196267,0.016009524,0.073377302,0.218180878,0.827288183,0.930344219
NM_018238,1804.56781,0.082602602,0.059587495,1.386240553,0.165673462,0.418168246
NM_018239,11.04848492,-0.354791051,0.451046115,-0.786595957,0.431518426,0.689345726
NM_018241,641.0334669,0.09904858,0.079501698,1.24586747,0.212813054,0.480454421
NM_018242,74.9739825,-0.012350873,0.180013381,-0.068610862,0.945299372,0.979964377
NM_018243,1971.580032,0.260546451,0.082035495,3.176020959,0.001493102,0.029235192
NM_018244,531.5374803,-0.047139888,0.064272674,-0.733435912,0.463292602,0.713482984
NM_018246,1470.061986,0.156563213,0.069582779,2.250028181,0.024447156,0.141941196
NM_018247,8304.994408,0.247659751,0.072497386,3.416119733,0.000635203,0.019105253
NM_018248,43.69264557,0.205871373,0.174362998,1.180705627,0.237719685,0.508439661
NM_018249,592.0940908,-0.077393506,0.109701277,-0.705493212,0.480503355,0.725611462
NM_018250,521.3813161,0.085521694,0.123246054,0.693910201,0.487738526,0.730353771
NM_018252,721.2857028,0.016237042,0.06275635,0.258731454,0.795842449,0.915030673
NM_018253,35.0292829,-0.080484842,0.411377358,-0.195647234,0.844886287,0.938071807
NM_018254,584.5453952,-0.391297217,0.211601447,-1.849218058,0.064426332,0.248183807
NM_018255,1083.25536,0.040764529,0.105126325,0.38776709,0.698188402,0.864772564
NM_018256,457.5165314,-0.020538466,0.059495715,-0.34520916,0.729937133,0.881214029
NM_018257,3445.557378,0.027225671,0.0646993,0.420803183,0.673898807,0.85130148
NM_018259,2083.072251,-0.096628441,0.052663251,-1.834836234,0.066529958,0.25285596
NM_018260,424.8161631,0.157974691,0.092784293,1.702601657,0.08864264,0.299040307
NM_018261,20.02657766,-0.292223277,0.469807405,-0.622006537,0.53393757,0.762305139
NM_018262,135.5630522,-0.18731018,0.172230526,-1.087555061,0.276791579,0.551292331
NM_018263,2528.588778,0.085996746,0.077237755,1.113402969,0.265535401,0.539228966
NM_018264,812.9237364,0.091848526,0.070492733,1.302950274,0.192591739,0.45468266
NM_018265,19.76874268,-0.292034252,0.249459448,-1.170668237,0.241732157,0.513307974
NM_018266,597.7424533,0.055023058,0.115637887,0.475822062,0.634201151,0.828069292
NM_018268,1271.228088,0.037324942,0.076718723,0.486516722,0.626600852,0.823429842
NM_018269,2444.695375,0.133855155,0.080568375,1.661385815,0.096635985,0.313851627
NM_018270,674.2106162,0.166418924,0.066579353,2.499557522,0.012434851,0.095051726
NM_018271,28.83264881,-0.322806301,0.283134191,-1.140117693,0.254237272,0.527793685
NM_018273,208.4796786,-0.184404504,0.11552156,-1.596277823,0.110426779,0.336059816
NM_018275,579.0107155,-0.258002204,0.129393215,-1.993939204,0.046158699,0.204926612
NM_018279,1799.850718,0.128727795,0.068173813,1.888229336,0.058995169,0.235851122
NM_018280,33.9536486,0.168591153,0.122473539,1.376551648,0.168650909,0.422439444
NM_018283,672.9085953,0.183959846,0.123889392,1.484871655,0.137577826,0.379218848
NM_018284,639.9876553,-0.194771127,0.227797676,-0.855018059,0.39254115,0.657776019
NM_018285,1882.698296,0.097228228,0.066604578,1.459782957,0.144349734,0.388947024
NM_018287,514.48821,0.087192276,0.116388553,0.749148216,0.453767877,0.706039083
NM_018288,1298.570905,-0.004156164,0.066896332,-0.062128436,0.950460552,0.981245287
